credit_card_number,credit_card_provider,transaction_type,event_ts,transaction_currency,transaction_amount
340476218606052,VISA 13 digit,purchase,2024-02-02T20:06:00.000Z,COP,215463
3512133027367006,Mastercard,purchase,2024-02-27T09:31:00.000Z,COP,154717
3583912167680169,Diners Club / Carte Blanche,purchase,2024-03-05T20:08:00.000Z,COP,194513
180075768301081,American Express,purchase,2024-02-03T12:08:00.000Z,COP,218435
4678476036772601,VISA 16 digit,cash_advance,2024-02-15T11:37:00.000Z,COP,50414
30315375421191,American Express,purchase,2024-01-11T09:43:00.000Z,COP,191876
4847538479926949,VISA 19 digit,purchase,2024-03-25T00:13:00.000Z,COP,131418
349698728438806,Mastercard,purchase,2024-02-22T16:01:00.000Z,COP,169057
4745439403772637,American Express,cash_advance,2024-02-18T02:29:00.000Z,COP,143827
340025369599283,JCB 15 digit,purchase,2024-01-10T03:07:00.000Z,COP,211712
4414734669921,VISA 16 digit,purchase,2024-01-01T05:41:00.000Z,COP,172740
4584462420505917,VISA 16 digit,purchase,2024-02-29T10:42:00.000Z,ARS,180197
3506265582540540,Maestro,purchase,2024-02-11T14:22:00.000Z,BRL,163245
4700187747837417973,Diners Club / Carte Blanche,purchase,2024-02-06T21:00:00.000Z,MEX,160369
4152935652925624,Mastercard,purchase,2024-03-11T07:07:00.000Z,COP,172257
4410078556906,American Express,purchase,2024-03-22T12:12:00.000Z,COP,114383
213117458860710,VISA 13 digit,purchase,2024-01-21T16:34:00.000Z,USD,80503
2524113465709974,Discover,cash_advance,2024-03-13T11:34:00.000Z,USD,183619
30077287319927,Discover,purchase,2024-03-05T11:35:00.000Z,BRL,211154
6011982102897454,JCB 15 digit,purchase,2024-02-05T13:56:00.000Z,USD,203247
6591290362055278,VISA 19 digit,purchase,2024-03-02T15:24:00.000Z,ARS,190356
6513699401417510,Maestro,purchase,2024-02-28T04:08:00.000Z,MEX,227658
676280653400,VISA 16 digit,purchase,2024-01-21T02:02:00.000Z,BRL,135140
344442419509509,Mastercard,purchase,2024-02-20T23:05:00.000Z,USD,170389
2221556037030699,JCB 16 digit,purchase,2024-02-04T15:58:00.000Z,COP,187532
373946440085259,JCB 15 digit,purchase,2024-02-24T19:25:00.000Z,USD,94721
578375050965,Mastercard,purchase,2024-01-15T08:55:00.000Z,ARS,185580
341928920254836,JCB 15 digit,purchase,2024-02-06T08:15:00.000Z,COP,104755
373712083166958,Discover,cash_advance,2024-02-27T02:37:00.000Z,BRL,144192
6011906023360664,VISA 19 digit,purchase,2024-01-25T22:52:00.000Z,COP,128829
2264120774471695,Mastercard,purchase,2024-01-30T18:19:00.000Z,COP,130172
4614913496226289973,VISA 13 digit,cash_advance,2024-02-20T12:19:00.000Z,COP,136441
213147646409096,Mastercard,purchase,2024-02-02T17:45:00.000Z,USD,150565
371050593527290,VISA 16 digit,purchase,2024-03-06T13:23:00.000Z,MEX,163586
630403154960,VISA 19 digit,cash_advance,2024-03-14T15:38:00.000Z,USD,96010
373244686001424,VISA 13 digit,purchase,2024-01-04T09:42:00.000Z,BRL,139065
5317702280986975,Maestro,purchase,2024-03-16T08:20:00.000Z,USD,142927
4758374851040910,VISA 13 digit,purchase,2024-02-29T00:58:00.000Z,BRL,102703
213174434535395,JCB 15 digit,purchase,2024-02-01T23:23:00.000Z,USD,184054
180074683002759,Mastercard,purchase,2024-03-12T18:09:00.000Z,COP,87104
2275732207494693,VISA 16 digit,purchase,2024-03-01T01:03:00.000Z,COP,33642
3502240173477174,American Express,purchase,2024-01-03T16:08:00.000Z,USD,102902
3555486186061499,JCB 16 digit,purchase,2024-02-24T14:18:00.000Z,BRL,174123
375805218418548,VISA 13 digit,cash_advance,2024-02-20T13:51:00.000Z,COP,139624
2240978411242400,JCB 15 digit,purchase,2024-02-19T07:50:00.000Z,USD,105671
6011398873341640,Diners Club / Carte Blanche,purchase,2024-01-27T04:49:00.000Z,ARS,122469
349903083103593,JCB 15 digit,purchase,2024-03-06T01:57:00.000Z,USD,94697
6011934315862643,Discover,purchase,2024-01-09T11:29:00.000Z,ARS,168156
30357044225827,VISA 19 digit,purchase,2024-03-15T02:21:00.000Z,USD,227204
4493805075282788,VISA 19 digit,purchase,2024-03-23T15:43:00.000Z,USD,154250
4386278213506825,JCB 15 digit,purchase,2024-01-28T07:56:00.000Z,COP,127964
4777387352827277,VISA 13 digit,cash_advance,2024-01-02T16:26:00.000Z,COP,151585
213143011824308,VISA 13 digit,purchase,2024-02-12T03:00:00.000Z,COP,155262
342561131379156,Discover,purchase,2024-01-16T13:55:00.000Z,BRL,148337
3573230351532423,VISA 16 digit,purchase,2024-02-29T22:49:00.000Z,USD,205698
2275744950862695,Discover,purchase,2024-01-08T08:09:00.000Z,USD,190333
30258592912180,VISA 16 digit,cash_advance,2024-02-13T17:17:00.000Z,COP,116045
30409176581988,Maestro,purchase,2024-02-29T19:52:00.000Z,BRL,71872
2693874369860206,Mastercard,purchase,2024-02-22T00:12:00.000Z,MEX,209679
3510752876451439,JCB 16 digit,purchase,2024-02-21T13:58:00.000Z,BRL,245992
4951014352442890330,American Express,purchase,2024-02-14T12:40:00.000Z,COP,75356
180051007234995,JCB 15 digit,purchase,2024-03-08T17:26:00.000Z,USD,208022
3501878948575672,JCB 16 digit,purchase,2024-01-16T19:45:00.000Z,USD,99365
30013332366480,VISA 13 digit,purchase,2024-02-09T20:32:00.000Z,ARS,154556
6011171657271485,Mastercard,cash_advance,2024-01-21T08:49:00.000Z,COP,127664
6557397611322342,JCB 16 digit,purchase,2024-03-14T00:07:00.000Z,COP,116863
6569335751792359,Diners Club / Carte Blanche,purchase,2024-02-08T20:07:00.000Z,COP,100497
4430413659337569,VISA 19 digit,purchase,2024-02-21T14:18:00.000Z,MEX,211194
4801821796391409,Maestro,purchase,2024-03-27T20:46:00.000Z,USD,156039
4342140643133,VISA 13 digit,purchase,2024-01-21T05:02:00.000Z,COP,155575
378232081313655,VISA 16 digit,purchase,2024-01-23T04:23:00.000Z,USD,98378
060437505260,Maestro,purchase,2024-01-21T13:33:00.000Z,COP,68679
675968054816,Discover,purchase,2024-03-01T12:18:00.000Z,COP,173425
30292489170990,JCB 15 digit,purchase,2024-01-03T03:43:00.000Z,MEX,163171
344089750710194,VISA 16 digit,purchase,2024-01-19T23:55:00.000Z,USD,113134
6541124449757971,Maestro,purchase,2024-02-06T05:16:00.000Z,MEX,191094
3574610618409516,Maestro,purchase,2024-02-23T22:41:00.000Z,ARS,145032
4469118593713494,JCB 15 digit,cash_advance,2024-02-06T22:22:00.000Z,BRL,147294
3563000051570862,JCB 15 digit,cash_advance,2024-01-13T20:04:00.000Z,ARS,212367
4519196240599019073,American Express,purchase,2024-01-29T10:18:00.000Z,MEX,162272
213110717937312,JCB 16 digit,purchase,2024-03-04T21:56:00.000Z,USD,119248
676351028110,VISA 16 digit,purchase,2024-02-21T07:29:00.000Z,COP,117357
675924120982,American Express,purchase,2024-03-10T03:00:00.000Z,COP,135302
180085195563955,VISA 16 digit,purchase,2024-03-14T02:03:00.000Z,BRL,126785
4160577359927634,Mastercard,purchase,2024-03-27T06:12:00.000Z,USD,98878
4970289494392005689,Maestro,cash_advance,2024-01-29T07:44:00.000Z,ARS,88683
3513916677086754,JCB 15 digit,cash_advance,2024-02-06T13:47:00.000Z,USD,152314
6582855988305611,American Express,purchase,2024-02-16T01:41:00.000Z,USD,220861
676155123752,JCB 16 digit,purchase,2024-01-25T03:44:00.000Z,USD,185947
2717724072522852,JCB 16 digit,cash_advance,2024-01-23T14:19:00.000Z,USD,177013
3500697453323265,JCB 15 digit,purchase,2024-01-18T01:42:00.000Z,BRL,146077
3563801172203519,Mastercard,purchase,2024-01-18T13:12:00.000Z,COP,178128
4975901240577298,Mastercard,purchase,2024-03-25T06:31:00.000Z,MEX,205079
6596037819315655,JCB 16 digit,cash_advance,2024-02-03T17:48:00.000Z,ARS,121660
4310480728328775,American Express,purchase,2024-01-24T12:49:00.000Z,USD,105936
3597225594707552,VISA 13 digit,purchase,2024-03-10T20:02:00.000Z,COP,142603
6585648981674894,VISA 13 digit,purchase,2024-02-13T03:31:00.000Z,COP,124157
4700756762784183677,Mastercard,purchase,2024-01-09T02:05:00.000Z,COP,178636
3583735299547141,VISA 16 digit,purchase,2024-01-31T01:35:00.000Z,COP,152722
3575930565162499,American Express,purchase,2024-03-09T04:42:00.000Z,MEX,141415
4168763704286,JCB 16 digit,purchase,2024-01-12T10:55:00.000Z,COP,182605
3510177721800319,VISA 16 digit,purchase,2024-02-18T05:44:00.000Z,USD,194322
30048399030785,Maestro,purchase,2024-01-19T03:14:00.000Z,BRL,170827
3551900626407801,Mastercard,purchase,2024-03-22T09:16:00.000Z,BRL,153790
3510788770903364,Mastercard,purchase,2024-03-18T03:06:00.000Z,USD,148227
213106571248903,JCB 16 digit,purchase,2024-01-27T15:31:00.000Z,USD,158403
4645294998970646,VISA 16 digit,purchase,2024-01-08T01:23:00.000Z,COP,177786
6011354494809523,Discover,cash_advance,2024-02-07T04:41:00.000Z,BRL,153274
583176172299,Diners Club / Carte Blanche,cash_advance,2024-01-15T20:19:00.000Z,COP,144021
376436450958311,VISA 13 digit,purchase,2024-01-23T01:38:00.000Z,COP,104669
340880412812418,JCB 16 digit,purchase,2024-03-03T22:55:00.000Z,MEX,138752
639065370277,JCB 16 digit,purchase,2024-02-05T08:59:00.000Z,COP,143792
4955839178743314,Mastercard,purchase,2024-03-01T22:40:00.000Z,COP,77601
6011347514911998,JCB 16 digit,purchase,2024-02-21T08:09:00.000Z,COP,45828
213101199151043,JCB 15 digit,purchase,2024-01-21T04:46:00.000Z,USD,104756
4658222313158,VISA 16 digit,purchase,2024-01-10T00:45:00.000Z,COP,123703
6567403512639129,JCB 16 digit,purchase,2024-01-09T10:14:00.000Z,COP,166563
4401924280254,JCB 15 digit,cash_advance,2024-03-13T21:09:00.000Z,MEX,155338
30456989108061,Discover,purchase,2024-03-13T20:36:00.000Z,USD,213525
378505235896851,VISA 16 digit,purchase,2024-02-05T14:20:00.000Z,COP,87389
213119160730017,VISA 16 digit,purchase,2024-01-09T11:05:00.000Z,COP,108244
6011495718356468,VISA 13 digit,cash_advance,2024-01-23T22:28:00.000Z,USD,132000
30083692142318,American Express,purchase,2024-02-08T00:55:00.000Z,BRL,144834
370910070117207,VISA 16 digit,purchase,2024-03-15T04:09:00.000Z,MEX,158161
38612426386452,VISA 16 digit,purchase,2024-01-29T13:12:00.000Z,USD,117509
4120315020414,Mastercard,purchase,2024-02-14T04:00:00.000Z,USD,89072
579319155589,VISA 16 digit,cash_advance,2024-03-11T02:24:00.000Z,USD,221454
180011551989576,JCB 16 digit,cash_advance,2024-01-09T22:21:00.000Z,COP,138059
4622697661913,VISA 19 digit,purchase,2024-03-16T05:24:00.000Z,MEX,159741
30472542720672,JCB 16 digit,purchase,2024-01-24T08:33:00.000Z,BRL,124792
5336872682360231,JCB 16 digit,purchase,2024-03-15T01:18:00.000Z,MEX,166939
060438962932,JCB 15 digit,purchase,2024-02-16T04:32:00.000Z,USD,133784
2288966909375538,JCB 15 digit,purchase,2024-01-05T18:27:00.000Z,USD,196781
639041586111,VISA 16 digit,purchase,2024-03-03T07:50:00.000Z,COP,187223
347787785590500,Diners Club / Carte Blanche,purchase,2024-03-09T10:40:00.000Z,COP,68881
180032113106624,JCB 16 digit,purchase,2024-03-29T18:37:00.000Z,COP,172030
4205219543660210177,Diners Club / Carte Blanche,purchase,2024-03-20T13:27:00.000Z,USD,182043
4082648435040836,JCB 16 digit,purchase,2024-01-26T05:01:00.000Z,USD,140288
2707530918976174,JCB 16 digit,purchase,2024-02-02T11:19:00.000Z,COP,196240
3503966280691856,American Express,purchase,2024-02-29T04:59:00.000Z,COP,129966
3538307752707699,JCB 15 digit,purchase,2024-01-28T17:47:00.000Z,COP,58728
4732759202386296,American Express,purchase,2024-03-05T02:27:00.000Z,BRL,141005
213144040007022,JCB 16 digit,purchase,2024-01-09T15:31:00.000Z,BRL,129054
3529159165554908,Diners Club / Carte Blanche,cash_advance,2024-03-15T11:02:00.000Z,USD,157700
4086432252174276089,American Express,purchase,2024-03-24T05:17:00.000Z,BRL,173148
4717958469293,Mastercard,purchase,2024-01-18T07:58:00.000Z,COP,122286
4899514372002309,Diners Club / Carte Blanche,cash_advance,2024-01-08T22:37:00.000Z,USD,140940
4404254574910102,VISA 16 digit,purchase,2024-03-24T14:43:00.000Z,COP,169010
4726169034630,JCB 16 digit,purchase,2024-03-27T16:47:00.000Z,COP,117669
060425678871,VISA 19 digit,cash_advance,2024-02-14T11:32:00.000Z,USD,53675
502056569846,Mastercard,purchase,2024-03-21T08:34:00.000Z,MEX,81392
4145954605779223602,VISA 16 digit,purchase,2024-01-28T00:52:00.000Z,COP,165569
3542004130173728,American Express,purchase,2024-03-12T00:38:00.000Z,MEX,197310
4416392560895915356,American Express,purchase,2024-01-08T22:34:00.000Z,COP,150279
572266481314,Discover,purchase,2024-03-24T22:52:00.000Z,USD,100116
2287725598826917,VISA 13 digit,purchase,2024-02-26T00:22:00.000Z,USD,199143
2696644028924496,VISA 16 digit,purchase,2024-03-09T12:36:00.000Z,COP,131420
3565750068187690,JCB 16 digit,purchase,2024-01-13T01:32:00.000Z,ARS,182128
2279574483347138,Discover,purchase,2024-02-12T23:27:00.000Z,USD,156445
4507596667477711739,Diners Club / Carte Blanche,purchase,2024-02-11T06:15:00.000Z,ARS,209849
4629393310881844,Diners Club / Carte Blanche,purchase,2024-01-01T03:40:00.000Z,COP,109103
3586682297328933,Diners Club / Carte Blanche,purchase,2024-03-09T09:57:00.000Z,BRL,129580
30418439554021,Diners Club / Carte Blanche,purchase,2024-01-25T21:30:00.000Z,COP,136568
2720189431279773,VISA 16 digit,purchase,2024-03-25T02:59:00.000Z,USD,124929
349929469471106,Diners Club / Carte Blanche,purchase,2024-01-22T02:44:00.000Z,USD,157963
374759623976544,Diners Club / Carte Blanche,cash_advance,2024-01-25T08:58:00.000Z,MEX,119234
4376762493800356,JCB 15 digit,purchase,2024-03-23T03:22:00.000Z,USD,165577
3531186931607807,JCB 16 digit,purchase,2024-02-11T20:26:00.000Z,ARS,140723
675948897359,VISA 19 digit,purchase,2024-02-26T20:50:00.000Z,COP,124742
344158876191207,VISA 19 digit,purchase,2024-01-03T19:08:00.000Z,MEX,195431
4596293456212081858,VISA 16 digit,purchase,2024-01-18T14:49:00.000Z,MEX,97270
4828774746156027,VISA 13 digit,purchase,2024-02-18T23:28:00.000Z,MEX,192821
213150168058671,VISA 16 digit,purchase,2024-01-31T22:14:00.000Z,COP,92847
4814857484433272,JCB 16 digit,purchase,2024-03-12T14:32:00.000Z,MEX,128214
3534859303083768,American Express,purchase,2024-03-05T19:59:00.000Z,COP,162908
4247623200443442,American Express,cash_advance,2024-03-05T12:49:00.000Z,COP,165893
2279382871175057,JCB 16 digit,purchase,2024-01-31T00:08:00.000Z,USD,97266
180039860491661,JCB 16 digit,purchase,2024-01-13T10:05:00.000Z,BRL,130713
30528562394977,VISA 16 digit,purchase,2024-03-25T00:32:00.000Z,COP,123279
2262854052788675,JCB 16 digit,purchase,2024-02-29T14:12:00.000Z,USD,160217
4931932673770368917,VISA 16 digit,purchase,2024-01-29T05:10:00.000Z,COP,195289
30524192163072,JCB 15 digit,purchase,2024-01-03T22:59:00.000Z,ARS,89725
4349251484158997428,VISA 16 digit,purchase,2024-02-01T21:36:00.000Z,USD,75482
6011233857759360,American Express,purchase,2024-01-07T00:21:00.000Z,USD,226188
30199495835559,Maestro,purchase,2024-02-23T19:52:00.000Z,USD,198542
3542462361181838,American Express,purchase,2024-03-08T08:27:00.000Z,COP,117279
501822035777,Maestro,purchase,2024-03-29T12:22:00.000Z,USD,97755
373352869419022,VISA 16 digit,purchase,2024-03-30T03:55:00.000Z,COP,100120
180061734722691,VISA 16 digit,purchase,2024-02-06T05:51:00.000Z,COP,190149
180053277763273,Diners Club / Carte Blanche,purchase,2024-01-11T14:20:00.000Z,COP,145214
4472417988926513037,Mastercard,purchase,2024-03-31T19:06:00.000Z,BRL,194082
4157729518072191,Maestro,purchase,2024-03-04T23:11:00.000Z,COP,54962
4127173471645571143,JCB 15 digit,purchase,2024-02-25T23:24:00.000Z,BRL,110052
3539546031634294,Mastercard,purchase,2024-02-17T23:04:00.000Z,COP,124523
4365794279840739,Mastercard,purchase,2024-02-21T10:48:00.000Z,COP,58509
30093670949907,American Express,purchase,2024-03-11T17:42:00.000Z,BRL,147989
2266690980633542,VISA 16 digit,purchase,2024-01-12T05:35:00.000Z,ARS,170561
375149707512564,VISA 13 digit,purchase,2024-02-07T13:29:00.000Z,COP,165266
4049220750734006585,JCB 16 digit,purchase,2024-01-17T17:07:00.000Z,MEX,139825
2280375503880505,American Express,purchase,2024-02-20T22:43:00.000Z,USD,169263
4594800324529509,JCB 15 digit,purchase,2024-03-22T17:17:00.000Z,COP,187021
180068167537827,JCB 16 digit,purchase,2024-02-13T03:36:00.000Z,COP,83237
3564780321333048,American Express,purchase,2024-02-17T11:08:00.000Z,COP,161336
4469162348101027,VISA 19 digit,purchase,2024-01-25T18:17:00.000Z,USD,206166
562323387109,JCB 15 digit,purchase,2024-03-31T04:53:00.000Z,ARS,125340
4174804681360902,Diners Club / Carte Blanche,purchase,2024-01-04T03:37:00.000Z,COP,164233
576506453637,Diners Club / Carte Blanche,purchase,2024-02-14T05:38:00.000Z,COP,154731
4794873729131310,VISA 19 digit,purchase,2024-03-13T17:01:00.000Z,MEX,166404
3570025208383969,Maestro,purchase,2024-02-24T10:30:00.000Z,COP,114187
4636678901813441,VISA 13 digit,purchase,2024-01-25T00:31:00.000Z,COP,200291
676228114184,VISA 13 digit,purchase,2024-03-03T09:26:00.000Z,COP,221665
341262842331237,Mastercard,cash_advance,2024-01-04T19:52:00.000Z,USD,105609
213107330194768,JCB 16 digit,purchase,2024-01-23T15:05:00.000Z,ARS,183109
3564964023167520,JCB 16 digit,purchase,2024-03-23T06:21:00.000Z,COP,188758
3571138701103310,JCB 16 digit,cash_advance,2024-02-18T13:14:00.000Z,BRL,172079
345261558808616,JCB 16 digit,purchase,2024-01-08T12:18:00.000Z,COP,175657
2596240779871787,VISA 16 digit,purchase,2024-03-15T05:17:00.000Z,COP,146680
3534524938834296,Diners Club / Carte Blanche,purchase,2024-02-20T14:06:00.000Z,MEX,90607
38941155337455,JCB 15 digit,purchase,2024-01-30T14:32:00.000Z,ARS,184620
3532007104656794,Maestro,purchase,2024-02-10T01:39:00.000Z,USD,162153
349211142020133,JCB 15 digit,purchase,2024-01-25T06:50:00.000Z,USD,105734
4919774843080872,American Express,purchase,2024-01-28T18:39:00.000Z,MEX,182395
4562113655807710,VISA 13 digit,purchase,2024-01-27T07:22:00.000Z,COP,187384
30211073840438,VISA 16 digit,purchase,2024-02-08T05:33:00.000Z,COP,174947
4940431656198193063,VISA 19 digit,purchase,2024-02-17T11:32:00.000Z,ARS,166818
6569374551844987,JCB 16 digit,purchase,2024-03-11T17:58:00.000Z,COP,122495
6575172168759495,Maestro,purchase,2024-02-05T07:40:00.000Z,COP,182109
3522350985235383,VISA 16 digit,purchase,2024-01-19T09:17:00.000Z,ARS,148775
4604928301144602899,American Express,purchase,2024-03-22T10:41:00.000Z,USD,148806
371179553312961,VISA 16 digit,purchase,2024-01-13T06:11:00.000Z,USD,184923
5480229903066267,Diners Club / Carte Blanche,purchase,2024-03-25T16:16:00.000Z,MEX,170919
30459576388021,VISA 19 digit,purchase,2024-02-09T05:08:00.000Z,COP,207937
2226032159381109,Maestro,purchase,2024-03-22T16:52:00.000Z,COP,144497
4702451969234518030,American Express,purchase,2024-01-21T01:13:00.000Z,COP,185252
3596707244106005,VISA 16 digit,purchase,2024-02-07T12:46:00.000Z,BRL,125445
343693482729397,Mastercard,purchase,2024-02-13T10:27:00.000Z,COP,143513
2265602174255926,JCB 16 digit,cash_advance,2024-02-09T19:22:00.000Z,USD,189010
3513131461709237,JCB 16 digit,purchase,2024-03-03T04:39:00.000Z,ARS,112728
4825065859569129,Mastercard,purchase,2024-01-09T19:22:00.000Z,COP,169679
4528407490755453,JCB 15 digit,purchase,2024-02-09T01:59:00.000Z,COP,74820
4967949627102354,VISA 13 digit,purchase,2024-02-01T01:56:00.000Z,USD,119122
502088960401,JCB 15 digit,purchase,2024-01-23T13:56:00.000Z,COP,112563
2296829949138961,VISA 19 digit,purchase,2024-01-07T01:55:00.000Z,USD,111107
38297128551502,JCB 16 digit,purchase,2024-03-03T00:27:00.000Z,MEX,192632
378847434947972,VISA 19 digit,cash_advance,2024-01-13T19:45:00.000Z,COP,152139
213163837942860,VISA 16 digit,purchase,2024-03-27T08:32:00.000Z,USD,192444
349249326328997,VISA 16 digit,purchase,2024-02-18T07:47:00.000Z,COP,166973
639068510291,VISA 19 digit,purchase,2024-03-22T10:39:00.000Z,ARS,57637
30397103103994,VISA 13 digit,purchase,2024-01-01T11:51:00.000Z,USD,88512
4653303648442867042,Discover,purchase,2024-01-29T08:15:00.000Z,ARS,223524
503864946481,JCB 16 digit,purchase,2024-03-14T10:42:00.000Z,COP,153373
3583828737750946,Discover,purchase,2024-02-18T14:16:00.000Z,MEX,121907
675907527047,JCB 15 digit,purchase,2024-01-23T01:55:00.000Z,COP,72426
2694788381184438,Maestro,purchase,2024-03-27T01:51:00.000Z,COP,150268
180090006606241,Discover,purchase,2024-03-31T22:05:00.000Z,BRL,155599
676125903796,VISA 13 digit,purchase,2024-01-28T08:24:00.000Z,USD,165849
676342130207,VISA 16 digit,purchase,2024-03-05T18:05:00.000Z,ARS,192641
4176355057295328285,JCB 15 digit,purchase,2024-02-10T05:53:00.000Z,USD,115093
4855480258347410,JCB 15 digit,purchase,2024-02-25T06:28:00.000Z,MEX,239394
374955415078040,VISA 16 digit,cash_advance,2024-03-01T05:46:00.000Z,ARS,119830
4565650163882,American Express,purchase,2024-03-23T11:26:00.000Z,COP,145400
38347609396180,VISA 16 digit,cash_advance,2024-01-04T20:03:00.000Z,USD,104774
6523381942648972,JCB 16 digit,purchase,2024-03-26T22:34:00.000Z,COP,121835
4785601394157636475,JCB 15 digit,purchase,2024-01-21T09:46:00.000Z,USD,158387
3585957953103007,Diners Club / Carte Blanche,purchase,2024-03-10T23:18:00.000Z,USD,165478
4042580322477376,Discover,purchase,2024-01-23T08:23:00.000Z,MEX,140905
2707201506133145,Maestro,purchase,2024-02-17T23:44:00.000Z,COP,175962
2467038453033203,Mastercard,purchase,2024-01-30T11:32:00.000Z,MEX,130794
4033662392704839,VISA 16 digit,purchase,2024-01-04T03:43:00.000Z,COP,148992
4339699753277235931,JCB 15 digit,purchase,2024-01-27T08:20:00.000Z,COP,173306
213190610742902,VISA 19 digit,purchase,2024-03-14T08:34:00.000Z,USD,120478
4894281487308857,Mastercard,purchase,2024-01-19T04:25:00.000Z,USD,137454
4807865971141,VISA 13 digit,cash_advance,2024-01-02T16:46:00.000Z,USD,186135
501839808497,VISA 19 digit,purchase,2024-01-07T20:23:00.000Z,COP,203997
2279525614568349,VISA 16 digit,purchase,2024-03-04T13:20:00.000Z,COP,130067
4182996632107,Maestro,purchase,2024-03-31T06:56:00.000Z,COP,116238
30331988301670,VISA 16 digit,purchase,2024-02-28T06:39:00.000Z,COP,187017
570186083772,Maestro,purchase,2024-01-26T00:36:00.000Z,COP,175588
4152394753516678,VISA 13 digit,purchase,2024-01-06T14:20:00.000Z,USD,134469
3570955082794586,Maestro,cash_advance,2024-03-31T01:35:00.000Z,USD,104498
4628049134370262721,JCB 16 digit,purchase,2024-03-26T06:38:00.000Z,USD,94678
4162230609566764,VISA 16 digit,purchase,2024-02-27T07:57:00.000Z,COP,182665
4407043308843,Maestro,cash_advance,2024-01-29T05:42:00.000Z,COP,132625
6570516521173379,JCB 15 digit,purchase,2024-01-24T02:57:00.000Z,BRL,55197
180037056871779,Mastercard,purchase,2024-03-09T07:45:00.000Z,COP,125820
3563838528440981,JCB 16 digit,purchase,2024-01-29T07:34:00.000Z,BRL,172074
6540788488746235,Discover,purchase,2024-01-10T12:58:00.000Z,COP,164901
4107797935896017756,American Express,purchase,2024-02-03T00:29:00.000Z,COP,118720
3594726123764181,JCB 15 digit,purchase,2024-01-04T05:27:00.000Z,COP,162846
5523017926262628,Maestro,purchase,2024-03-13T19:16:00.000Z,USD,114896
2237176065022542,Discover,purchase,2024-02-11T11:17:00.000Z,ARS,147522
4683021773847691611,Mastercard,purchase,2024-03-12T00:22:00.000Z,COP,34210
3552762890502173,VISA 16 digit,purchase,2024-03-25T20:45:00.000Z,USD,183891
4697197941521250644,Discover,purchase,2024-03-14T17:52:00.000Z,USD,110588
348075313521463,VISA 16 digit,purchase,2024-01-17T03:08:00.000Z,USD,166595
6011136154800011,VISA 13 digit,purchase,2024-02-18T02:19:00.000Z,BRL,128461
4847368497062171479,Maestro,cash_advance,2024-01-30T02:22:00.000Z,COP,152695
676294276594,VISA 13 digit,cash_advance,2024-02-24T01:56:00.000Z,USD,180392
3548574481947585,VISA 19 digit,purchase,2024-03-20T22:15:00.000Z,USD,118379
3573174398913636,American Express,purchase,2024-01-13T09:37:00.000Z,USD,167724
4322730359472821,Diners Club / Carte Blanche,purchase,2024-01-09T20:35:00.000Z,USD,139328
3581852742394591,JCB 15 digit,purchase,2024-01-24T14:59:00.000Z,COP,135783
3521921648474485,VISA 19 digit,purchase,2024-02-04T23:50:00.000Z,COP,127942
4805652623127443,Discover,purchase,2024-01-17T07:08:00.000Z,ARS,176877
4318969230965928,American Express,purchase,2024-03-19T13:42:00.000Z,BRL,121108
4231689359542,VISA 13 digit,purchase,2024-03-06T05:13:00.000Z,COP,162489
371295789961494,VISA 16 digit,purchase,2024-03-02T06:45:00.000Z,COP,87452
639039365023,Diners Club / Carte Blanche,purchase,2024-01-14T23:07:00.000Z,BRL,94820
4164785083615498273,JCB 15 digit,purchase,2024-03-11T09:01:00.000Z,USD,147035
213162540059541,VISA 13 digit,cash_advance,2024-01-12T19:08:00.000Z,COP,130731
370698742127239,VISA 16 digit,purchase,2024-02-17T16:53:00.000Z,COP,179011
3546027623924147,VISA 19 digit,purchase,2024-02-19T13:02:00.000Z,MEX,91040
4153114603301017,Maestro,purchase,2024-01-25T11:14:00.000Z,ARS,168050
6576685563483550,JCB 16 digit,purchase,2024-01-16T18:16:00.000Z,COP,189373
501827807360,JCB 16 digit,purchase,2024-03-20T09:59:00.000Z,COP,50475
3500577920357247,Discover,purchase,2024-02-11T11:31:00.000Z,COP,244540
3570238743453284,VISA 19 digit,purchase,2024-01-04T17:46:00.000Z,COP,113342
676241049201,JCB 15 digit,cash_advance,2024-02-26T10:22:00.000Z,MEX,147095
4516586831243131,Diners Club / Carte Blanche,purchase,2024-03-13T08:11:00.000Z,COP,167754
2555227819132733,American Express,purchase,2024-02-18T20:56:00.000Z,COP,100302
3557080878840647,American Express,purchase,2024-03-21T14:16:00.000Z,COP,88153
4699678994279306,Diners Club / Carte Blanche,purchase,2024-03-29T04:24:00.000Z,ARS,94064
4665772790531877,JCB 15 digit,purchase,2024-01-19T20:20:00.000Z,BRL,212441
3501611137492072,JCB 16 digit,purchase,2024-02-25T09:25:00.000Z,USD,107724
213133169030147,Mastercard,purchase,2024-01-07T14:47:00.000Z,COP,187324
213170158920912,JCB 15 digit,purchase,2024-01-23T12:29:00.000Z,USD,186497
3592393738472684,JCB 15 digit,purchase,2024-03-16T12:57:00.000Z,COP,211027
4919493824855,American Express,purchase,2024-02-27T04:27:00.000Z,COP,87052
2400045223903458,VISA 19 digit,purchase,2024-03-29T13:54:00.000Z,USD,154125
4216068788510,VISA 16 digit,purchase,2024-02-19T01:53:00.000Z,USD,79617
4634932517008,VISA 13 digit,purchase,2024-01-19T23:11:00.000Z,COP,147648
